timestamp,system_id,dc_power_kw,dc_voltage_v,dc_current_a,irradiance_wm2
2024-06-01T09:00:00,SYS-001,324.45,897.0,361.71,681.8
2024-06-01T09:00:00,SYS-002,164.05,899.4,182.4,690.0
2024-06-01T09:00:00,SYS-003,204.31,893.7,228.61,670.3
2024-06-01T09:00:00,SYS-004,118.87,900.7,131.98,694.4
2024-06-01T10:00:00,SYS-001,398.47,942.0,423.0,837.3
2024-06-01T10:00:00,SYS-002,198.41,941.1,210.83,834.5
2024-06-01T10:00:00,SYS-003,265.68,951.9,279.1,871.7
2024-06-01T10:00:00,SYS-004,140.76,937.6,150.13,822.3
2024-06-01T11:00:00,SYS-001,436.49,965.0,452.32,917.2
2024-06-01T11:00:00,SYS-002,214.52,960.7,223.3,902.3
2024-06-01T11:00:00,SYS-003,293.24,978.0,299.84,962.1
2024-06-01T11:00:00,SYS-004,154.56,960.9,160.85,902.9
2024-06-01T12:00:00,SYS-001,459.46,979.0,469.32,965.5
2024-06-01T12:00:00,SYS-002,234.4,984.9,237.99,985.9
2024-06-01T12:00:00,SYS-003,296.34,980.9,302.11,972.3
2024-06-01T12:00:00,SYS-004,170.55,987.9,172.64,996.3
2024-06-01T13:00:00,SYS-001,448.79,972.5,461.48,943.1
2024-06-01T13:00:00,SYS-002,218.01,965.0,225.92,917.0
2024-06-01T13:00:00,SYS-003,285.8,971.0,294.34,937.7
2024-06-01T13:00:00,SYS-004,158.88,968.2,164.1,928.2
2024-06-01T14:00:00,SYS-001,385.68,934.2,412.85,810.5
2024-06-01T14:00:00,SYS-002,194.93,936.9,208.06,819.9
2024-06-01T14:00:00,SYS-003,253.1,940.0,269.26,830.4
2024-06-01T14:00:00,SYS-004,149.25,951.9,156.79,871.9
2024-06-01T15:00:00,SYS-001,330.32,900.6,366.78,694.1
2024-06-01T15:00:00,SYS-002,163.59,898.8,182.01,688.1
2024-06-01T15:00:00,SYS-003,211.08,900.1,234.51,692.5
2024-06-01T15:00:00,SYS-004,113.46,891.5,127.27,662.8
2024-06-01T16:00:00,SYS-001,233.09,841.5,276.99,489.8
2024-06-01T16:00:00,SYS-002,110.67,834.5,132.62,465.5
2024-06-01T16:00:00,SYS-003,151.62,843.7,179.71,497.5
2024-06-01T16:00:00,SYS-004,85.58,844.5,101.34,500.0
2024-06-01T17:00:00,SYS-001,116.95,771.0,151.69,245.8
2024-06-01T17:00:00,SYS-002,60.2,773.2,77.86,253.2
2024-06-01T17:00:00,SYS-003,78.34,774.3,101.18,257.0
2024-06-01T17:00:00,SYS-004,44.41,775.0,57.3,259.4
2024-06-01T18:00:00,SYS-001,0.0,0.0,0.0,0.0
2024-06-01T18:00:00,SYS-002,0.0,0.0,0.0,0.0
2024-06-01T18:00:00,SYS-003,0.0,0.0,0.0,0.0
2024-06-01T18:00:00,SYS-004,0.0,0.0,0.0,0.0
2024-06-01T19:00:00,SYS-001,0.0,0.0,0.0,0
2024-06-01T19:00:00,SYS-002,0.0,0.0,0.0,0
2024-06-01T19:00:00,SYS-003,0.0,0.0,0.0,0
2024-06-01T19:00:00,SYS-004,0.0,0.0,0.0,0
2024-06-01T20:00:00,SYS-001,0.0,0.0,0.0,0
2024-06-01T20:00:00,SYS-002,0.0,0.0,0.0,0
2024-06-01T20:00:00,SYS-003,0.0,0.0,0.0,0
2024-06-01T20:00:00,SYS-004,0.0,0.0,0.0,0
2024-06-01T21:00:00,SYS-001,0.0,0.0,0.0,0
2024-06-01T21:00:00,SYS-002,0.0,0.0,0.0,0
2024-06-01T21:00:00,SYS-003,0.0,0.0,0.0,0
2024-06-01T21:00:00,SYS-004,0.0,0.0,0.0,0
2024-06-01T22:00:00,SYS-001,0.0,0.0,0.0,0
2024-06-01T22:00:00,SYS-002,0.0,0.0,0.0,0
2024-06-01T22:00:00,SYS-003,0.0,0.0,0.0,0
2024-06-01T22:00:00,SYS-004,0.0,0.0,0.0,0
2024-06-01T23:00:00,SYS-001,0.0,0.0,0.0,0
2024-06-01T23:00:00,SYS-002,0.0,0.0,0.0,0
2024-06-01T23:00:00,SYS-003,0.0,0.0,0.0,0
2024-06-01T23:00:00,SYS-004,0.0,0.0,0.0,0
2024-06-02T00:00:00,SYS-001,0.0,0.0,0.0,0
2024-06-02T00:00:00,SYS-002,0.0,0.0,0.0,0
2024-06-02T00:00:00,SYS-003,0.0,0.0,0.0,0
2024-06-02T00:00:00,SYS-004,0.0,0.0,0.0,0
2024-06-02T01:00:00,SYS-001,0.0,0.0,0.0,0
2024-06-02T01:00:00,SYS-002,0.0,0.0,0.0,0
2024-06-02T01:00:00,SYS-003,0.0,0.0,0.0,0
2024-06-02T01:00:00,SYS-004,0.0,0.0,0.0,0
2024-06-02T02:00:00,SYS-001,0.0,0.0,0.0,0
2024-06-02T02:00:00,SYS-002,0.0,0.0,0.0,0
2024-06-02T02:00:00,SYS-003,0.0,0.0,0.0,0
2024-06-02T02:00:00,SYS-004,0.0,0.0,0.0,0
2024-06-02T03:00:00,SYS-001,0.0,0.0,0.0,0
2024-06-02T03:00:00,SYS-002,0.0,0.0,0.0,0
2024-06-02T03:00:00,SYS-003,0.0,0.0,0.0,0
2024-06-02T03:00:00,SYS-004,0.0,0.0,0.0,0
2024-06-02T04:00:00,SYS-001,0.0,0.0,0.0,0
2024-06-02T04:00:00,SYS-002,0.0,0.0,0.0,0
2024-06-02T04:00:00,SYS-003,0.0,0.0,0.0,0
2024-06-02T04:00:00,SYS-004,0.0,0.0,0.0,0
2024-06-02T05:00:00,SYS-001,0.0,0.0,0.0,0
2024-06-02T05:00:00,SYS-002,0.0,0.0,0.0,0
2024-06-02T05:00:00,SYS-003,0.0,0.0,0.0,0
2024-06-02T05:00:00,SYS-004,0.0,0.0,0.0,0
2024-06-02T06:00:00,SYS-001,0.0,0.0,0.0,0
2024-06-02T06:00:00,SYS-002,0.0,0.0,0.0,0
2024-06-02T06:00:00,SYS-003,0.0,0.0,0.0,0
2024-06-02T06:00:00,SYS-004,0.0,0.0,0.0,0
2024-06-02T07:00:00,SYS-001,113.38,774.3,146.43,238.3
2024-06-02T07:00:00,SYS-002,56.02,773.5,72.42,235.6
2024-06-02T07:00:00,SYS-003,71.89,773.6,92.93,235.9
2024-06-02T07:00:00,SYS-004,40.09,773.1,51.86,234.2
2024-06-02T08:00:00,SYS-001,212.35,839.2,253.04,446.2
2024-06-02T08:00:00,SYS-002,109.45,843.6,129.74,460.4
2024-06-02T08:00:00,SYS-003,139.06,842.3,165.1,456.2
2024-06-02T08:00:00,SYS-004,78.72,843.5,93.33,459.9
2024-06-02T09:00:00,SYS-001,296.44,894.3,331.48,622.9
2024-06-02T09:00:00,SYS-002,147.8,893.9,165.34,621.7
2024-06-02T09:00:00,SYS-003,198.88,903.5,220.12,652.5
2024-06-02T09:00:00,SYS-004,111.95,904.0,123.84,654.0
2024-06-02T10:00:00,SYS-001,357.65,934.4,382.76,751.6
2024-06-02T10:00:00,SYS-002,186.97,945.3,197.79,786.4
2024-06-02T10:00:00,SYS-003,240.56,946.2,254.24,789.3
2024-06-02T10:00:00,SYS-004,132.27,941.0,140.56,772.7
2024-06-02T11:00:00,SYS-001,404.38,965.1,419.0,849.8
2024-06-02T11:00:00,SYS-002,210.45,976.1,215.6,885.2
2024-06-02T11:00:00,SYS-003,274.33,980.8,279.7,900.1
2024-06-02T11:00:00,SYS-004,145.18,964.6,150.51,848.1
2024-06-02T12:00:00,SYS-001,443.35,990.6,447.56,931.7
2024-06-02T12:00:00,SYS-002,213.24,979.8,217.64,896.9
2024-06-02T12:00:00,SYS-003,266.67,972.9,274.1,874.9
2024-06-02T12:00:00,SYS-004,152.43,977.8,155.89,890.5
2024-06-02T13:00:00,SYS-001,414.66,971.8,426.69,871.4
2024-06-02T13:00:00,SYS-002,207.88,972.8,213.69,874.4
2024-06-02T13:00:00,SYS-003,263.05,969.2,271.41,863.0
2024-06-02T13:00:00,SYS-004,149.71,972.8,153.9,874.6
2024-06-02T14:00:00,SYS-001,374.66,945.6,396.21,787.3
2024-06-02T14:00:00,SYS-002,184.08,941.5,195.52,774.3
2024-06-02T14:00:00,SYS-003,240.77,946.4,254.41,790.0
2024-06-02T14:00:00,SYS-004,134.39,944.9,142.23,785.1
2024-06-02T15:00:00,SYS-001,305.6,900.3,339.44,642.2
2024-06-02T15:00:00,SYS-002,148.57,894.9,166.02,624.9
2024-06-02T15:00:00,SYS-003,196.37,901.0,217.95,644.3
2024-06-02T15:00:00,SYS-004,105.0,891.3,117.81,613.4
2024-06-02T16:00:00,SYS-001,206.59,835.4,247.29,434.1
2024-06-02T16:00:00,SYS-002,110.96,845.6,131.22,466.7
2024-06-02T16:00:00,SYS-003,136.47,839.7,162.52,447.7
2024-06-02T16:00:00,SYS-004,77.65,841.5,92.28,453.6
2024-06-02T17:00:00,SYS-001,112.06,773.5,144.87,235.5
2024-06-02T17:00:00,SYS-002,57.2,775.1,73.8,240.6
2024-06-02T17:00:00,SYS-003,69.81,771.4,90.5,229.0
2024-06-02T17:00:00,SYS-004,40.27,773.4,52.07,235.2
2024-06-02T18:00:00,SYS-001,0.0,0.0,0.0,0.0
2024-06-02T18:00:00,SYS-002,0.0,0.0,0.0,0.0
2024-06-02T18:00:00,SYS-003,0.0,0.0,0.0,0.0
2024-06-02T18:00:00,SYS-004,0.0,0.0,0.0,0.0
2024-06-02T19:00:00,SYS-001,0.0,0.0,0.0,0
2024-06-02T19:00:00,SYS-002,0.0,0.0,0.0,0
2024-06-02T19:00:00,SYS-003,0.0,0.0,0.0,0
2024-06-02T19:00:00,SYS-004,0.0,0.0,0.0,0
2024-06-02T20:00:00,SYS-001,0.0,0.0,0.0,0
2024-06-02T20:00:00,SYS-002,0.0,0.0,0.0,0
2024-06-02T20:00:00,SYS-003,0.0,0.0,0.0,0
2024-06-02T20:00:00,SYS-004,0.0,0.0,0.0,0
2024-06-02T21:00:00,SYS-001,0.0,0.0,0.0,0
2024-06-02T21:00:00,SYS-002,0.0,0.0,0.0,0
2024-06-02T21:00:00,SYS-003,0.0,0.0,0.0,0
2024-06-02T21:00:00,SYS-004,0.0,0.0,0.0,0
2024-06-02T22:00:00,SYS-001,0.0,0.0,0.0,0
2024-06-02T22:00:00,SYS-002,0.0,0.0,0.0,0
2024-06-02T22:00:00,SYS-003,0.0,0.0,0.0,0
2024-06-02T22:00:00,SYS-004,0.0,0.0,0.0,0
2024-06-02T23:00:00,SYS-001,0.0,0.0,0.0,0
2024-06-02T23:00:00,SYS-002,0.0,0.0,0.0,0
2024-06-02T23:00:00,SYS-003,0.0,0.0,0.0,0
2024-06-02T23:00:00,SYS-004,0.0,0.0,0.0,0
2024-06-03T00:00:00,SYS-001,0.0,0.0,0.0,0
2024-06-03T00:00:00,SYS-002,0.0,0.0,0.0,0
2024-06-03T00:00:00,SYS-003,0.0,0.0,0.0,0
2024-06-03T00:00:00,SYS-004,0.0,0.0,0.0,0
2024-06-03T01:00:00,SYS-001,0.0,0.0,0.0,0
2024-06-03T01:00:00,SYS-002,0.0,0.0,0.0,0
2024-06-03T01:00:00,SYS-003,0.0,0.0,0.0,0
2024-06-03T01:00:00,SYS-004,0.0,0.0,0.0,0
2024-06-03T02:00:00,SYS-001,0.0,0.0,0.0,0
2024-06-03T02:00:00,SYS-002,0.0,0.0,0.0,0
2024-06-03T02:00:00,SYS-003,0.0,0.0,0.0,0
2024-06-03T02:00:00,SYS-004,0.0,0.0,0.0,0
2024-06-03T03:00:00,SYS-001,0.0,0.0,0.0,0
2024-06-03T03:00:00,SYS-002,0.0,0.0,0.0,0
2024-06-03T03:00:00,SYS-003,0.0,0.0,0.0,0
2024-06-03T03:00:00,SYS-004,0.0,0.0,0.0,0
2024-06-03T04:00:00,SYS-001,0.0,0.0,0.0,0
2024-06-03T04:00:00,SYS-002,0.0,0.0,0.0,0
2024-06-03T04:00:00,SYS-003,0.0,0.0,0.0,0
2024-06-03T04:00:00,SYS-004,0.0,0.0,0.0,0
2024-06-03T05:00:00,SYS-001,0.0,0.0,0.0,0
2024-06-03T05:00:00,SYS-002,0.0,0.0,0.0,0
2024-06-03T05:00:00,SYS-003,0.0,0.0,0.0,0
2024-06-03T05:00:00,SYS-004,0.0,0.0,0.0,0
2024-06-03T06:00:00,SYS-001,0.0,0.0,0.0,0
2024-06-03T06:00:00,SYS-002,0.0,0.0,0.0,0
2024-06-03T06:00:00,SYS-003,0.0,0.0,0.0,0
2024-06-03T06:00:00,SYS-004,0.0,0.0,0.0,0
2024-06-03T07:00:00,SYS-001,90.9,772.8,117.62,191.0
2024-06-03T07:00:00,SYS-002,46.67,774.8,60.23,196.3
2024-06-03T07:00:00,SYS-003,57.03,771.3,73.94,187.1
2024-06-03T07:00:00,SYS-004,32.42,772.2,41.98,189.4
2024-06-03T08:00:00,SYS-001,178.13,842.7,211.38,374.3
2024-06-03T08:00:00,SYS-002,86.66,839.0,103.29,364.5
2024-06-03T08:00:00,SYS-003,115.95,845.0,137.22,380.4
2024-06-03T08:00:00,SYS-004,65.26,845.4,77.19,381.2
2024-06-03T09:00:00,SYS-001,254.0,903.5,281.13,533.8
2024-06-03T09:00:00,SYS-002,118.73,890.4,133.34,499.4
2024-06-03T09:00:00,SYS-003,152.81,891.2,171.47,501.4
2024-06-03T09:00:00,SYS-004,87.67,895.3,97.92,512.2
2024-06-03T10:00:00,SYS-001,294.05,935.6,314.29,617.9
2024-06-03T10:00:00,SYS-002,145.47,933.3,155.87,611.9
2024-06-03T10:00:00,SYS-003,188.8,936.2,201.67,619.4
2024-06-03T10:00:00,SYS-004,108.66,942.0,115.35,634.8
2024-06-03T11:00:00,SYS-001,349.6,980.1,356.7,734.7
2024-06-03T11:00:00,SYS-002,168.08,969.6,173.35,707.0
2024-06-03T11:00:00,SYS-003,219.43,974.5,225.17,719.9
2024-06-03T11:00:00,SYS-004,122.48,972.8,125.9,715.5
2024-06-03T12:00:00,SYS-001,344.59,976.1,353.03,724.1
2024-06-03T12:00:00,SYS-002,169.0,971.0,174.05,710.9
2024-06-03T12:00:00,SYS-003,227.79,984.9,231.28,747.4
2024-06-03T12:00:00,SYS-004,125.24,979.0,127.93,731.7
2024-06-03T13:00:00,SYS-001,334.18,967.7,345.33,702.2
2024-06-03T13:00:00,SYS-002,163.16,961.7,169.66,686.3
2024-06-03T13:00:00,SYS-003,217.71,972.3,223.91,714.3
2024-06-03T13:00:00,SYS-004,123.03,974.0,126.31,718.8
2024-06-03T14:00:00,SYS-001,305.09,944.4,323.05,641.1
2024-06-03T14:00:00,SYS-002,147.87,937.1,157.8,622.0
2024-06-03T14:00:00,SYS-003,195.0,943.9,206.59,639.8
2024-06-03T14:00:00,SYS-004,109.86,944.7,116.29,641.8
2024-06-03T15:00:00,SYS-001,242.52,894.3,271.18,509.6
2024-06-03T15:00:00,SYS-002,118.58,890.2,133.21,498.8
2024-06-03T15:00:00,SYS-003,159.96,900.1,177.71,524.8
2024-06-03T15:00:00,SYS-004,87.76,895.5,98.0,512.7
2024-06-03T16:00:00,SYS-001,168.94,835.4,202.23,355.0
2024-06-03T16:00:00,SYS-002,85.71,837.4,102.35,360.5
2024-06-03T16:00:00,SYS-003,114.2,842.9,135.48,374.7
2024-06-03T16:00:00,SYS-004,62.79,839.9,74.76,366.8
2024-06-03T17:00:00,SYS-001,86.89,769.6,112.9,182.6
2024-06-03T17:00:00,SYS-002,44.57,771.5,57.77,187.5
2024-06-03T17:00:00,SYS-003,58.88,773.7,76.1,193.2
2024-06-03T17:00:00,SYS-004,33.48,774.6,43.22,195.6
2024-06-03T18:00:00,SYS-001,0.0,0.0,0.0,0.0
2024-06-03T18:00:00,SYS-002,0.0,0.0,0.0,0.0
2024-06-03T18:00:00,SYS-003,0.0,0.0,0.0,0.0
2024-06-03T18:00:00,SYS-004,0.0,0.0,0.0,0.0
2024-06-03T19:00:00,SYS-001,0.0,0.0,0.0,0
2024-06-03T19:00:00,SYS-002,0.0,0.0,0.0,0
2024-06-03T19:00:00,SYS-003,0.0,0.0,0.0,0
2024-06-03T19:00:00,SYS-004,0.0,0.0,0.0,0
2024-06-03T20:00:00,SYS-001,0.0,0.0,0.0,0
2024-06-03T20:00:00,SYS-002,0.0,0.0,0.0,0
2024-06-03T20:00:00,SYS-003,0.0,0.0,0.0,0
2024-06-03T20:00:00,SYS-004,0.0,0.0,0.0,0
2024-06-03T21:00:00,SYS-001,0.0,0.0,0.0,0
2024-06-03T21:00:00,SYS-002,0.0,0.0,0.0,0
2024-06-03T21:00:00,SYS-003,0.0,0.0,0.0,0
2024-06-03T21:00:00,SYS-004,0.0,0.0,0.0,0
2024-06-03T22:00:00,SYS-001,0.0,0.0,0.0,0
2024-06-03T22:00:00,SYS-002,0.0,0.0,0.0,0
2024-06-03T22:00:00,SYS-003,0.0,0.0,0.0,0
2024-06-03T22:00:00,SYS-004,0.0,0.0,0.0,0
2024-06-03T23:00:00,SYS-001,0.0,0.0,0.0,0
2024-06-03T23:00:00,SYS-002,0.0,0.0,0.0,0
2024-06-03T23:00:00,SYS-003,0.0,0.0,0.0,0
2024-06-03T23:00:00,SYS-004,0.0,0.0,0.0,0
2024-06-04T00:00:00,SYS-001,0.0,0.0,0.0,0
2024-06-04T00:00:00,SYS-002,0.0,0.0,0.0,0
2024-06-04T00:00:00,SYS-003,0.0,0.0,0.0,0
2024-06-04T00:00:00,SYS-004,0.0,0.0,0.0,0
2024-06-04T01:00:00,SYS-001,0.0,0.0,0.0,0
2024-06-04T01:00:00,SYS-002,0.0,0.0,0.0,0
2024-06-04T01:00:00,SYS-003,0.0,0.0,0.0,0
2024-06-04T01:00:00,SYS-004,0.0,0.0,0.0,0
2024-06-04T02:00:00,SYS-001,0.0,0.0,0.0,0
2024-06-04T02:00:00,SYS-002,0.0,0.0,0.0,0
2024-06-04T02:00:00,SYS-003,0.0,0.0,0.0,0
2024-06-04T02:00:00,SYS-004,0.0,0.0,0.0,0
2024-06-04T03:00:00,SYS-001,0.0,0.0,0.0,0
2024-06-04T03:00:00,SYS-002,0.0,0.0,0.0,0
2024-06-04T03:00:00,SYS-003,0.0,0.0,0.0,0
2024-06-04T03:00:00,SYS-004,0.0,0.0,0.0,0
2024-06-04T04:00:00,SYS-001,0.0,0.0,0.0,0
2024-06-04T04:00:00,SYS-002,0.0,0.0,0.0,0
2024-06-04T04:00:00,SYS-003,0.0,0.0,0.0,0
2024-06-04T04:00:00,SYS-004,0.0,0.0,0.0,0
2024-06-04T05:00:00,SYS-001,0.0,0.0,0.0,0
2024-06-04T05:00:00,SYS-002,0.0,0.0,0.0,0
2024-06-04T05:00:00,SYS-003,0.0,0.0,0.0,0
2024-06-04T05:00:00,SYS-004,0.0,0.0,0.0,0
2024-06-04T06:00:00,SYS-001,0.0,0.0,0.0,0
2024-06-04T06:00:00,SYS-002,0.0,0.0,0.0,0
2024-06-04T06:00:00,SYS-003,0.0,0.0,0.0,0
2024-06-04T06:00:00,SYS-004,0.0,0.0,0.0,0
2024-06-04T07:00:00,SYS-001,116.4,773.8,150.43,244.6
2024-06-04T07:00:00,SYS-002,55.05,769.8,71.51,231.5
2024-06-04T07:00:00,SYS-003,75.59,774.8,97.56,248.0
2024-06-04T07:00:00,SYS-004,39.95,770.4,51.86,233.4
2024-06-04T08:00:00,SYS-001,223.76,841.8,265.81,470.2
2024-06-04T08:00:00,SYS-002,110.4,840.1,131.41,464.4
2024-06-04T08:00:00,SYS-003,142.99,841.5,169.92,469.1
2024-06-04T08:00:00,SYS-004,78.46,838.3,93.59,458.3
2024-06-04T09:00:00,SYS-001,308.15,895.3,344.19,647.5
2024-06-04T09:00:00,SYS-002,159.53,902.4,176.78,671.0
2024-06-04T09:00:00,SYS-003,193.05,891.1,216.64,633.4
2024-06-04T09:00:00,SYS-004,109.65,893.2,122.76,640.6
2024-06-04T10:00:00,SYS-001,383.84,943.3,406.91,806.6
2024-06-04T10:00:00,SYS-002,195.4,947.9,206.14,821.9
2024-06-04T10:00:00,SYS-003,252.64,950.0,265.94,828.9
2024-06-04T10:00:00,SYS-004,137.56,942.4,145.97,803.6
2024-06-04T11:00:00,SYS-001,434.4,975.4,445.36,912.9
2024-06-04T11:00:00,SYS-002,210.11,966.6,217.37,883.7
2024-06-04T11:00:00,SYS-003,271.65,968.9,280.37,891.3
2024-06-04T11:00:00,SYS-004,151.66,967.3,156.79,886.0
2024-06-04T12:00:00,SYS-001,426.69,970.5,439.66,896.6
2024-06-04T12:00:00,SYS-002,228.67,990.1,230.96,961.8
2024-06-04T12:00:00,SYS-003,273.11,970.3,281.47,896.1
2024-06-04T12:00:00,SYS-004,160.22,982.4,163.09,936.0
2024-06-04T13:00:00,SYS-001,429.18,972.1,441.5,901.9
2024-06-04T13:00:00,SYS-002,206.56,962.1,214.7,868.8
2024-06-04T13:00:00,SYS-003,268.06,965.3,277.7,879.5
2024-06-04T13:00:00,SYS-004,158.59,979.5,161.91,926.4
2024-06-04T14:00:00,SYS-001,394.73,950.2,415.42,829.5
2024-06-04T14:00:00,SYS-002,188.35,939.0,200.59,792.2
2024-06-04T14:00:00,SYS-003,251.89,949.3,265.34,826.4
2024-06-04T14:00:00,SYS-004,137.7,942.7,146.07,804.4
2024-06-04T15:00:00,SYS-001,300.49,890.5,337.44,631.5
2024-06-04T15:00:00,SYS-002,157.44,899.8,174.97,662.2
2024-06-04T15:00:00,SYS-003,200.46,898.4,223.13,657.7
2024-06-04T15:00:00,SYS-004,113.63,900.2,126.23,663.8
2024-06-04T16:00:00,SYS-001,225.8,843.1,267.82,474.5
2024-06-04T16:00:00,SYS-002,113.96,844.6,134.93,479.3
2024-06-04T16:00:00,SYS-003,139.45,838.0,166.41,457.5
2024-06-04T16:00:00,SYS-004,81.64,843.9,96.74,476.9
2024-06-04T17:00:00,SYS-001,112.52,771.3,145.88,236.4
2024-06-04T17:00:00,SYS-002,55.53,770.5,72.07,233.6
2024-06-04T17:00:00,SYS-003,73.59,772.8,95.23,241.5
2024-06-04T17:00:00,SYS-004,41.38,772.9,53.54,241.7
2024-06-04T18:00:00,SYS-001,0.0,0.0,0.0,0.0
2024-06-04T18:00:00,SYS-002,0.0,0.0,0.0,0.0
2024-06-04T18:00:00,SYS-003,0.0,0.0,0.0,0.0
2024-06-04T18:00:00,SYS-004,0.0,0.0,0.0,0.0
2024-06-04T19:00:00,SYS-001,0.0,0.0,0.0,0
2024-06-04T19:00:00,SYS-002,0.0,0.0,0.0,0
2024-06-04T19:00:00,SYS-003,0.0,0.0,0.0,0
2024-06-04T19:00:00,SYS-004,0.0,0.0,0.0,0
2024-06-04T20:00:00,SYS-001,0.0,0.0,0.0,0
2024-06-04T20:00:00,SYS-002,0.0,0.0,0.0,0
2024-06-04T20:00:00,SYS-003,0.0,0.0,0.0,0
2024-06-04T20:00:00,SYS-004,0.0,0.0,0.0,0
2024-06-04T21:00:00,SYS-001,0.0,0.0,0.0,0
2024-06-04T21:00:00,SYS-002,0.0,0.0,0.0,0
2024-06-04T21:00:00,SYS-003,0.0,0.0,0.0,0
2024-06-04T21:00:00,SYS-004,0.0,0.0,0.0,0
2024-06-04T22:00:00,SYS-001,0.0,0.0,0.0,0
2024-06-04T22:00:00,SYS-002,0.0,0.0,0.0,0
2024-06-04T22:00:00,SYS-003,0.0,0.0,0.0,0
2024-06-04T22:00:00,SYS-004,0.0,0.0,0.0,0
2024-06-04T23:00:00,SYS-001,0.0,0.0,0.0,0
2024-06-04T23:00:00,SYS-002,0.0,0.0,0.0,0
2024-06-04T23:00:00,SYS-003,0.0,0.0,0.0,0
2024-06-04T23:00:00,SYS-004,0.0,0.0,0.0,0
2024-06-05T00:00:00,SYS-001,0.0,0.0,0.0,0
2024-06-05T00:00:00,SYS-002,0.0,0.0,0.0,0
2024-06-05T00:00:00,SYS-003,0.0,0.0,0.0,0
2024-06-05T00:00:00,SYS-004,0.0,0.0,0.0,0
2024-06-05T01:00:00,SYS-001,0.0,0.0,0.0,0
2024-06-05T01:00:00,SYS-002,0.0,0.0,0.0,0
2024-06-05T01:00:00,SYS-003,0.0,0.0,0.0,0
2024-06-05T01:00:00,SYS-004,0.0,0.0,0.0,0
2024-06-05T02:00:00,SYS-001,0.0,0.0,0.0,0
2024-06-05T02:00:00,SYS-002,0.0,0.0,0.0,0
2024-06-05T02:00:00,SYS-003,0.0,0.0,0.0,0
2024-06-05T02:00:00,SYS-004,0.0,0.0,0.0,0
2024-06-05T03:00:00,SYS-001,0.0,0.0,0.0,0
2024-06-05T03:00:00,SYS-002,0.0,0.0,0.0,0
2024-06-05T03:00:00,SYS-003,0.0,0.0,0.0,0
2024-06-05T03:00:00,SYS-004,0.0,0.0,0.0,0
2024-06-05T04:00:00,SYS-001,0.0,0.0,0.0,0
2024-06-05T04:00:00,SYS-002,0.0,0.0,0.0,0
2024-06-05T04:00:00,SYS-003,0.0,0.0,0.0,0
2024-06-05T04:00:00,SYS-004,0.0,0.0,0.0,0
2024-06-05T05:00:00,SYS-001,0.0,0.0,0.0,0
2024-06-05T05:00:00,SYS-002,0.0,0.0,0.0,0
2024-06-05T05:00:00,SYS-003,0.0,0.0,0.0,0
2024-06-05T05:00:00,SYS-004,0.0,0.0,0.0,0
2024-06-05T06:00:00,SYS-001,0.0,0.0,0.0,0
2024-06-05T06:00:00,SYS-002,0.0,0.0,0.0,0
