timestamp,system_id,ac_power_kw,ac_energy_kwh,ac_voltage_v,ac_frequency_hz,power_factor
2024-06-02T02:00:00,SYS-001,0.0,0.0,219.1,49.991,0.966
2024-06-02T02:00:00,SYS-002,0.0,0.0,218.6,49.989,0.974
2024-06-02T02:00:00,SYS-003,0.0,0.0,218.3,49.996,0.971
2024-06-02T02:00:00,SYS-004,0.0,0.0,218.8,49.997,0.978
2024-06-02T03:00:00,SYS-001,0.0,0.0,220.8,50.014,0.975
2024-06-02T03:00:00,SYS-002,0.0,0.0,218.0,49.994,0.975
2024-06-02T03:00:00,SYS-003,0.0,0.0,221.8,49.997,0.975
2024-06-02T03:00:00,SYS-004,0.0,0.0,220.4,49.989,0.964
2024-06-02T04:00:00,SYS-001,0.0,0.0,218.1,49.993,0.974
2024-06-02T04:00:00,SYS-002,0.0,0.0,218.7,49.999,0.963
2024-06-02T04:00:00,SYS-003,0.0,0.0,218.1,49.996,0.971
2024-06-02T04:00:00,SYS-004,0.0,0.0,220.6,49.985,0.969
2024-06-02T05:00:00,SYS-001,0.0,0.0,219.5,49.988,0.967
2024-06-02T05:00:00,SYS-002,0.0,0.0,219.5,50.01,0.977
2024-06-02T05:00:00,SYS-003,0.0,0.0,218.3,49.981,0.971
2024-06-02T05:00:00,SYS-004,0.0,0.0,219.4,50.006,0.976
2024-06-02T06:00:00,SYS-001,0.0,0.0,221.0,50.018,0.964
2024-06-02T06:00:00,SYS-002,0.0,0.0,218.6,49.985,0.973
2024-06-02T06:00:00,SYS-003,0.0,0.0,218.9,50.008,0.975
2024-06-02T06:00:00,SYS-004,0.0,0.0,220.4,50.01,0.962
2024-06-02T07:00:00,SYS-001,112.23,112.23,218.4,49.981,0.966
2024-06-02T07:00:00,SYS-002,55.45,55.45,219.6,50.009,0.962
2024-06-02T07:00:00,SYS-003,71.04,71.04,218.4,50.011,0.977
2024-06-02T07:00:00,SYS-004,39.51,39.51,221.9,50.011,0.967
2024-06-02T08:00:00,SYS-001,209.56,209.56,220.0,49.994,0.977
2024-06-02T08:00:00,SYS-002,107.87,107.87,221.8,50.005,0.977
2024-06-02T08:00:00,SYS-003,137.28,137.28,220.9,50.019,0.965
2024-06-02T08:00:00,SYS-004,77.75,77.75,219.9,49.997,0.975
2024-06-02T09:00:00,SYS-001,293.26,293.26,221.3,49.983,0.978
2024-06-02T09:00:00,SYS-002,145.93,145.93,220.4,49.995,0.961
2024-06-02T09:00:00,SYS-003,196.08,196.08,218.8,50.012,0.967
2024-06-02T09:00:00,SYS-004,110.66,110.66,219.1,49.98,0.979
2024-06-02T10:00:00,SYS-001,353.57,353.57,220.0,50.01,0.974
2024-06-02T10:00:00,SYS-002,184.62,184.62,221.2,49.984,0.964
2024-06-02T10:00:00,SYS-003,237.32,237.32,220.3,49.999,0.971
2024-06-02T10:00:00,SYS-004,130.78,130.78,219.3,50.008,0.965
2024-06-02T11:00:00,SYS-001,398.56,398.56,218.8,49.985,0.971
2024-06-02T11:00:00,SYS-002,207.49,207.49,218.9,49.999,0.974
2024-06-02T11:00:00,SYS-003,270.93,270.93,219.1,49.984,0.964
2024-06-02T11:00:00,SYS-004,143.13,143.13,218.1,50.001,0.965
2024-06-02T12:00:00,SYS-001,437.93,437.93,220.8,49.985,0.977
2024-06-02T12:00:00,SYS-002,210.97,210.97,220.3,49.999,0.969
2024-06-02T12:00:00,SYS-003,262.74,262.74,221.8,49.999,0.976
2024-06-02T12:00:00,SYS-004,150.2,150.2,220.5,49.982,0.963
2024-06-02T13:00:00,SYS-001,409.07,409.07,222.0,49.985,0.975
2024-06-02T13:00:00,SYS-002,205.58,205.58,218.9,50.001,0.969
2024-06-02T13:00:00,SYS-003,260.24,260.24,222.0,49.992,0.972
2024-06-02T13:00:00,SYS-004,148.02,148.02,221.8,49.988,0.964
2024-06-02T14:00:00,SYS-001,369.33,369.33,218.7,49.983,0.96
2024-06-02T14:00:00,SYS-002,181.87,181.87,219.2,49.989,0.974
2024-06-02T14:00:00,SYS-003,237.71,237.71,220.7,50.017,0.976
2024-06-02T14:00:00,SYS-004,132.82,132.82,221.7,49.997,0.971
2024-06-02T15:00:00,SYS-001,302.4,302.4,221.3,49.983,0.963
2024-06-02T15:00:00,SYS-002,146.9,146.9,220.3,49.992,0.962
2024-06-02T15:00:00,SYS-003,194.11,194.11,221.8,50.0,0.97
2024-06-02T15:00:00,SYS-004,103.45,103.45,219.7,49.993,0.965
2024-06-02T16:00:00,SYS-001,204.48,204.48,221.3,50.003,0.979
2024-06-02T16:00:00,SYS-002,109.67,109.67,219.1,49.982,0.975
2024-06-02T16:00:00,SYS-003,134.87,134.87,221.7,49.987,0.972
2024-06-02T16:00:00,SYS-004,76.68,76.68,218.4,49.994,0.967
2024-06-02T17:00:00,SYS-001,110.86,110.86,219.3,50.008,0.966
2024-06-02T17:00:00,SYS-002,56.57,56.57,220.2,49.998,0.966
2024-06-02T17:00:00,SYS-003,69.1,69.1,219.6,50.001,0.98
2024-06-02T17:00:00,SYS-004,39.78,39.78,219.7,49.988,0.967
2024-06-02T18:00:00,SYS-001,0.0,0.0,220.5,50.01,0.964
2024-06-02T18:00:00,SYS-002,0.0,0.0,221.7,49.998,0.974
2024-06-02T18:00:00,SYS-003,0.0,0.0,221.9,50.004,0.965
2024-06-02T18:00:00,SYS-004,0.0,0.0,220.2,50.002,0.962
2024-06-02T19:00:00,SYS-001,0.0,0.0,221.7,49.998,0.962
2024-06-02T19:00:00,SYS-002,0.0,0.0,220.0,50.009,0.97
2024-06-02T19:00:00,SYS-003,0.0,0.0,221.3,50.019,0.965
2024-06-02T19:00:00,SYS-004,0.0,0.0,219.5,50.017,0.97
2024-06-02T20:00:00,SYS-001,0.0,0.0,221.5,49.991,0.976
2024-06-02T20:00:00,SYS-002,0.0,0.0,221.7,50.0,0.976
2024-06-02T20:00:00,SYS-003,0.0,0.0,219.2,50.003,0.98
2024-06-02T20:00:00,SYS-004,0.0,0.0,218.6,50.002,0.967
2024-06-02T21:00:00,SYS-001,0.0,0.0,220.2,49.998,0.966
2024-06-02T21:00:00,SYS-002,0.0,0.0,220.8,50.003,0.965
2024-06-02T21:00:00,SYS-003,0.0,0.0,218.2,50.01,0.974
2024-06-02T21:00:00,SYS-004,0.0,0.0,219.5,50.007,0.976
2024-06-02T22:00:00,SYS-001,0.0,0.0,220.0,49.981,0.97
2024-06-02T22:00:00,SYS-002,0.0,0.0,221.5,50.015,0.969
2024-06-02T22:00:00,SYS-003,0.0,0.0,219.8,50.009,0.968
2024-06-02T22:00:00,SYS-004,0.0,0.0,218.6,49.999,0.979
2024-06-02T23:00:00,SYS-001,0.0,0.0,220.8,50.006,0.977
2024-06-02T23:00:00,SYS-002,0.0,0.0,221.4,49.995,0.966
2024-06-02T23:00:00,SYS-003,0.0,0.0,221.0,50.015,0.961
2024-06-02T23:00:00,SYS-004,0.0,0.0,220.5,50.017,0.98
2024-06-03T00:00:00,SYS-001,0.0,0.0,219.7,49.984,0.973
2024-06-03T00:00:00,SYS-002,0.0,0.0,219.8,50.008,0.978
2024-06-03T00:00:00,SYS-003,0.0,0.0,221.2,49.992,0.967
2024-06-03T00:00:00,SYS-004,0.0,0.0,220.1,50.003,0.976
2024-06-03T01:00:00,SYS-001,0.0,0.0,218.3,50.015,0.972
2024-06-03T01:00:00,SYS-002,0.0,0.0,221.7,49.986,0.969
2024-06-03T01:00:00,SYS-003,0.0,0.0,219.0,49.98,0.976
2024-06-03T01:00:00,SYS-004,0.0,0.0,220.7,49.986,0.969
2024-06-03T02:00:00,SYS-001,0.0,0.0,220.4,50.006,0.968
2024-06-03T02:00:00,SYS-002,0.0,0.0,221.4,49.988,0.968
2024-06-03T02:00:00,SYS-003,0.0,0.0,218.9,50.003,0.971
2024-06-03T02:00:00,SYS-004,0.0,0.0,219.2,50.019,0.973
2024-06-03T03:00:00,SYS-001,0.0,0.0,220.3,50.007,0.975
2024-06-03T03:00:00,SYS-002,0.0,0.0,220.4,50.0,0.978
2024-06-03T03:00:00,SYS-003,0.0,0.0,221.2,50.004,0.967
2024-06-03T03:00:00,SYS-004,0.0,0.0,220.5,50.007,0.974
2024-06-03T04:00:00,SYS-001,0.0,0.0,221.4,50.005,0.978
2024-06-03T04:00:00,SYS-002,0.0,0.0,219.2,49.998,0.972
2024-06-03T04:00:00,SYS-003,0.0,0.0,218.4,49.992,0.975
2024-06-03T04:00:00,SYS-004,0.0,0.0,218.5,50.002,0.979
2024-06-03T05:00:00,SYS-001,0.0,0.0,221.7,50.013,0.965
2024-06-03T05:00:00,SYS-002,0.0,0.0,219.9,50.012,0.975
2024-06-03T05:00:00,SYS-003,0.0,0.0,218.5,50.019,0.963
2024-06-03T05:00:00,SYS-004,0.0,0.0,221.4,50.009,0.98
2024-06-03T06:00:00,SYS-001,0.0,0.0,221.2,49.995,0.976
2024-06-03T06:00:00,SYS-002,0.0,0.0,220.1,49.998,0.973
2024-06-03T06:00:00,SYS-003,0.0,0.0,220.3,50.013,0.979
2024-06-03T06:00:00,SYS-004,0.0,0.0,218.9,49.981,0.978
2024-06-03T07:00:00,SYS-001,89.95,89.95,218.9,49.983,0.976
2024-06-03T07:00:00,SYS-002,46.04,46.04,219.6,49.986,0.979
2024-06-03T07:00:00,SYS-003,56.32,56.32,218.4,50.015,0.963
2024-06-03T07:00:00,SYS-004,32.04,32.04,221.0,50.018,0.968
2024-06-03T08:00:00,SYS-001,175.6,175.6,219.7,49.984,0.97
2024-06-03T08:00:00,SYS-002,85.77,85.77,218.1,49.995,0.969
2024-06-03T08:00:00,SYS-003,114.71,114.71,218.4,50.007,0.971
2024-06-03T08:00:00,SYS-004,64.4,64.4,219.6,49.988,0.962
2024-06-03T09:00:00,SYS-001,250.77,250.77,220.7,50.006,0.972
2024-06-03T09:00:00,SYS-002,117.42,117.42,219.0,49.985,0.971
2024-06-03T09:00:00,SYS-003,151.1,151.1,218.8,49.989,0.977
2024-06-03T09:00:00,SYS-004,86.42,86.42,221.6,49.98,0.977
2024-06-03T10:00:00,SYS-001,289.83,289.83,219.0,49.987,0.973
2024-06-03T10:00:00,SYS-002,143.3,143.3,221.2,49.99,0.966
2024-06-03T10:00:00,SYS-003,186.02,186.02,221.0,50.001,0.975
2024-06-03T10:00:00,SYS-004,107.45,107.45,220.1,49.984,0.97
2024-06-03T11:00:00,SYS-001,344.43,344.43,221.1,50.015,0.97
2024-06-03T11:00:00,SYS-002,166.37,166.37,218.2,49.999,0.968
2024-06-03T11:00:00,SYS-003,216.68,216.68,221.6,49.983,0.962
2024-06-03T11:00:00,SYS-004,120.68,120.68,219.1,50.005,0.971
2024-06-03T12:00:00,SYS-001,341.13,341.13,220.1,49.998,0.972
2024-06-03T12:00:00,SYS-002,167.06,167.06,221.4,50.006,0.975
2024-06-03T12:00:00,SYS-003,224.62,224.62,219.8,49.989,0.967
2024-06-03T12:00:00,SYS-004,123.62,123.62,218.4,49.997,0.973
2024-06-03T13:00:00,SYS-001,329.42,329.42,221.7,49.983,0.977
2024-06-03T13:00:00,SYS-002,160.79,160.79,221.0,50.012,0.971
2024-06-03T13:00:00,SYS-003,215.06,215.06,219.3,49.985,0.967
2024-06-03T13:00:00,SYS-004,121.65,121.65,221.5,50.009,0.979
2024-06-03T14:00:00,SYS-001,301.05,301.05,220.3,49.989,0.973
2024-06-03T14:00:00,SYS-002,145.73,145.73,221.4,49.995,0.975
2024-06-03T14:00:00,SYS-003,192.86,192.86,221.4,50.019,0.976
2024-06-03T14:00:00,SYS-004,108.57,108.57,218.1,50.017,0.977
2024-06-03T15:00:00,SYS-001,239.1,239.1,220.8,49.992,0.967
2024-06-03T15:00:00,SYS-002,117.32,117.32,220.3,49.996,0.963
2024-06-03T15:00:00,SYS-003,157.59,157.59,221.0,49.989,0.968
2024-06-03T15:00:00,SYS-004,86.61,86.61,220.9,50.011,0.971
2024-06-03T16:00:00,SYS-001,166.45,166.45,218.6,50.005,0.973
2024-06-03T16:00:00,SYS-002,84.71,84.71,219.9,49.998,0.965
2024-06-03T16:00:00,SYS-003,112.55,112.55,219.7,49.991,0.974
2024-06-03T16:00:00,SYS-004,62.06,62.06,218.2,49.996,0.972
2024-06-03T17:00:00,SYS-001,85.72,85.72,218.8,49.985,0.965
2024-06-03T17:00:00,SYS-002,43.9,43.9,221.0,49.987,0.968
2024-06-03T17:00:00,SYS-003,58.14,58.14,221.3,50.012,0.961
2024-06-03T17:00:00,SYS-004,32.98,32.98,218.1,50.017,0.977
2024-06-03T18:00:00,SYS-001,0.0,0.0,220.3,50.008,0.968
2024-06-03T18:00:00,SYS-002,0.0,0.0,218.1,49.993,0.976
2024-06-03T18:00:00,SYS-003,0.0,0.0,221.3,50.017,0.962
2024-06-03T18:00:00,SYS-004,0.0,0.0,219.0,50.004,0.97
2024-06-03T19:00:00,SYS-001,0.0,0.0,219.2,49.994,0.967
2024-06-03T19:00:00,SYS-002,0.0,0.0,220.0,49.985,0.97
2024-06-03T19:00:00,SYS-003,0.0,0.0,219.4,50.009,0.976
2024-06-03T19:00:00,SYS-004,0.0,0.0,218.9,49.986,0.964
2024-06-03T20:00:00,SYS-001,0.0,0.0,221.0,50.006,0.964
2024-06-03T20:00:00,SYS-002,0.0,0.0,220.0,50.01,0.975
2024-06-03T20:00:00,SYS-003,0.0,0.0,221.7,50.003,0.973
2024-06-03T20:00:00,SYS-004,0.0,0.0,221.5,50.005,0.963
2024-06-03T21:00:00,SYS-001,0.0,0.0,219.8,49.992,0.965
2024-06-03T21:00:00,SYS-002,0.0,0.0,220.0,49.992,0.969
2024-06-03T21:00:00,SYS-003,0.0,0.0,221.3,49.983,0.977
2024-06-03T21:00:00,SYS-004,0.0,0.0,220.5,50.0,0.969
2024-06-03T22:00:00,SYS-001,0.0,0.0,221.2,50.016,0.969
2024-06-03T22:00:00,SYS-002,0.0,0.0,220.6,49.993,0.97
2024-06-03T22:00:00,SYS-003,0.0,0.0,218.2,49.984,0.978
2024-06-03T22:00:00,SYS-004,0.0,0.0,220.9,50.0,0.963
2024-06-03T23:00:00,SYS-001,0.0,0.0,219.8,49.998,0.97
2024-06-03T23:00:00,SYS-002,0.0,0.0,219.5,49.991,0.968
2024-06-03T23:00:00,SYS-003,0.0,0.0,220.4,50.012,0.973
2024-06-03T23:00:00,SYS-004,0.0,0.0,218.4,50.007,0.966
2024-06-04T00:00:00,SYS-001,0.0,0.0,220.6,50.016,0.977
2024-06-04T00:00:00,SYS-002,0.0,0.0,220.3,49.986,0.967
2024-06-04T00:00:00,SYS-003,0.0,0.0,220.8,49.996,0.972
2024-06-04T00:00:00,SYS-004,0.0,0.0,219.2,49.995,0.976
2024-06-04T01:00:00,SYS-001,0.0,0.0,220.7,50.013,0.975
2024-06-04T01:00:00,SYS-002,0.0,0.0,220.1,50.006,0.968
2024-06-04T01:00:00,SYS-003,0.0,0.0,219.5,49.987,0.964
2024-06-04T01:00:00,SYS-004,0.0,0.0,219.9,49.989,0.963
2024-06-04T02:00:00,SYS-001,0.0,0.0,221.4,49.984,0.975
2024-06-04T02:00:00,SYS-002,0.0,0.0,221.5,49.982,0.967
2024-06-04T02:00:00,SYS-003,0.0,0.0,218.5,49.995,0.963
2024-06-04T02:00:00,SYS-004,0.0,0.0,221.1,50.012,0.963
2024-06-04T03:00:00,SYS-001,0.0,0.0,219.6,50.007,0.965
2024-06-04T03:00:00,SYS-002,0.0,0.0,219.1,50.01,0.969
2024-06-04T03:00:00,SYS-003,0.0,0.0,219.2,50.012,0.969
2024-06-04T03:00:00,SYS-004,0.0,0.0,219.5,50.018,0.98
2024-06-04T04:00:00,SYS-001,0.0,0.0,219.1,49.995,0.971
2024-06-04T04:00:00,SYS-002,0.0,0.0,221.3,50.012,0.963
2024-06-04T04:00:00,SYS-003,0.0,0.0,220.6,50.015,0.971
2024-06-04T04:00:00,SYS-004,0.0,0.0,221.4,50.014,0.966
2024-06-04T05:00:00,SYS-001,0.0,0.0,219.1,50.016,0.963
2024-06-04T05:00:00,SYS-002,0.0,0.0,221.8,49.989,0.969
2024-06-04T05:00:00,SYS-003,0.0,0.0,218.1,49.982,0.97
2024-06-04T05:00:00,SYS-004,0.0,0.0,222.0,49.995,0.961
2024-06-04T06:00:00,SYS-001,0.0,0.0,221.4,50.006,0.976
2024-06-04T06:00:00,SYS-002,0.0,0.0,219.1,50.013,0.974
2024-06-04T06:00:00,SYS-003,0.0,0.0,220.8,49.998,0.96
2024-06-04T06:00:00,SYS-004,0.0,0.0,219.0,50.013,0.971
2024-06-04T07:00:00,SYS-001,114.96,114.96,218.4,49.992,0.966
2024-06-04T07:00:00,SYS-002,54.34,54.34,221.2,49.998,0.962
2024-06-04T07:00:00,SYS-003,74.68,74.68,218.1,50.001,0.965
2024-06-04T07:00:00,SYS-004,39.44,39.44,220.5,49.99,0.968
2024-06-04T08:00:00,SYS-001,220.5,220.5,221.9,49.983,0.971
2024-06-04T08:00:00,SYS-002,109.29,109.29,220.2,49.996,0.969
2024-06-04T08:00:00,SYS-003,141.55,141.55,219.0,49.981,0.976
2024-06-04T08:00:00,SYS-004,77.57,77.57,220.5,50.011,0.975
2024-06-04T09:00:00,SYS-001,303.6,303.6,220.2,50.013,0.964
2024-06-04T09:00:00,SYS-002,157.51,157.51,220.8,50.005,0.976
2024-06-04T09:00:00,SYS-003,190.9,190.9,219.8,49.992,0.961
2024-06-04T09:00:00,SYS-004,108.03,108.03,221.7,50.001,0.98
2024-06-04T10:00:00,SYS-001,378.57,378.57,221.0,49.988,0.967
2024-06-04T10:00:00,SYS-002,193.31,193.31,219.3,49.985,0.967
2024-06-04T10:00:00,SYS-003,249.79,249.79,221.6,49.995,0.979
2024-06-04T10:00:00,SYS-004,135.84,135.84,221.7,50.001,0.976
2024-06-04T11:00:00,SYS-001,428.06,428.06,220.4,50.013,0.971
2024-06-04T11:00:00,SYS-002,207.04,207.04,220.6,49.992,0.972
2024-06-04T11:00:00,SYS-003,268.51,268.51,219.4,49.982,0.977
2024-06-04T11:00:00,SYS-004,150.14,150.14,219.1,50.019,0.979
2024-06-04T12:00:00,SYS-001,421.65,421.65,219.5,50.012,0.974
2024-06-04T12:00:00,SYS-002,225.4,225.4,220.4,50.011,0.961
2024-06-04T12:00:00,SYS-003,270.08,270.08,219.5,49.995,0.971
2024-06-04T12:00:00,SYS-004,158.36,158.36,221.8,49.995,0.975
2024-06-04T13:00:00,SYS-001,423.88,423.88,219.6,50.006,0.965
2024-06-04T13:00:00,SYS-002,204.22,204.22,220.0,49.995,0.971
2024-06-04T13:00:00,SYS-003,264.39,264.39,219.8,50.02,0.966
2024-06-04T13:00:00,SYS-004,156.6,156.6,218.5,50.014,0.969
2024-06-04T14:00:00,SYS-001,389.69,389.69,218.4,50.007,0.977
2024-06-04T14:00:00,SYS-002,185.85,185.85,218.3,50.002,0.978
2024-06-04T14:00:00,SYS-003,249.01,249.01,221.7,50.006,0.976
2024-06-04T14:00:00,SYS-004,135.72,135.72,218.8,49.986,0.976
2024-06-04T15:00:00,SYS-001,296.82,296.82,219.5,50.012,0.971
2024-06-04T15:00:00,SYS-002,155.15,155.15,219.2,50.02,0.974
2024-06-04T15:00:00,SYS-003,198.22,198.22,221.3,49.983,0.979
2024-06-04T15:00:00,SYS-004,112.18,112.18,220.7,49.994,0.978
2024-06-04T16:00:00,SYS-001,223.14,223.14,218.7,50.019,0.969
2024-06-04T16:00:00,SYS-002,112.28,112.28,218.5,49.986,0.963
2024-06-04T16:00:00,SYS-003,137.85,137.85,219.4,50.018,0.978
2024-06-04T16:00:00,SYS-004,80.52,80.52,220.5,50.002,0.963
